Date,Afghanistan,Albania,Algeria,Angola,Argentina,Aruba,Australia,Austria,Bahrain,Bangladesh,Barbados,Belgium,Belize,Benin,Bolivia,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Costa Rica,Cuba,Cyprus,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,El Salvador,Equatorial Guinea,Ethiopia,Faroe Islands,Fiji,Finland,French Polynesia,Gabon,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Jamaica,Japan,Jordan,Kenya,Lebanon,Liberia,Libya,Luxembourg,Madagascar,Malaysia,Mali,Malta,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Rwanda,Samoa,Saudi Arabia,Senegal,Sierra Leone,Singapore,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Switzerland,Tanzania,Thailand,Togo,Tonga,Tunisia,Turkey,Uganda,United Arab Emirates,United Kingdom,United States,Uruguay,Vietnam
1910-11-01,6.8439999999999985,7.92,18.181,22.191,18.404,27.582,24.435,0.1259999999999999,22.194000000000006,22.365,26.554000000000002,3.694,22.505,26.250999999999998,22.381,24.91,6.2010000000000005,27.773000000000003,25.447,23.22,-11.241,24.88000000000001,23.241,23.758000000000006,11.386,-1.281,24.245,25.432,23.884,23.459,16.475,-27.803,26.635,26.396,25.049,21.395,23.034,24.55,22.234,2.8480000000000003,25.134,-4.788,25.272,23.904,26.24,10.668,-28.432,26.678,20.959000000000003,25.131,26.256,25.477,22.116,3.614,-4.323,19.419,25.232,15.765,5.088,16.925,24.811,8.424999999999999,15.149000000000001,24.123,14.675999999999998,25.283,17.494,3.4850000000000003,23.171,24.994,26.851,17.675,26.315,23.326,18.277,-13.715,14.283,24.593000000000004,10.21,4.3069999999999995,22.49,12.64,23.996,23.499,25.08,-6.122000000000001,14.726,26.738000000000003,24.807,24.514,25.721,19.858,25.534000000000002,1.5909999999999995,11.374,23.377,3.854,18.22,25.93,20.514,28.164,25.926,25.928,26.406,26.574,18.51,9.614,25.453000000000007,26.314,-3.925,1.2690000000000001,22.902,24.442,26.17100000000001,23.149,16.03,7.7719999999999985,22.568,23.599,3.761,2.56,19.442,21.85
1910-12-01,-0.9789999999999996,7.1690000000000005,13.026,21.965,20.006,26.516,25.983,0.10500000000000044,15.908,17.86,25.369000000000003,4.8210000000000015,20.717,26.230999999999998,21.479,24.807,3.272,25.687,23.364,23.086,-20.274,23.528,22.884,21.114,12.587,-8.472000000000001,24.034,26.111,23.44,21.842,12.244000000000002,-30.3,25.369,25.067,23.886,21.331,22.157,24.843000000000004,21.828000000000007,4.933999999999998,26.083000000000002,-6.968999999999999,25.72300000000001,23.86,26.419,8.982000000000003,-30.974,25.575,19.248,24.118000000000002,25.443,24.368,20.988000000000003,2.935,-2.8080000000000003,16.48,25.164,7.588999999999999,6.524,11.529000000000002,24.016,1.348,9.112,23.647,9.318999999999999,25.286,13.499,4.091,23.784000000000002,24.844,22.013,15.329,20.208,24.954,15.304,-21.776,10.437,24.91200000000001,6.158,5.542000000000002,24.599,13.741,23.177,19.621,24.276,-6.9,8.889,26.676,24.613000000000003,24.645,26.16,19.563,25.318,0.7319999999999998,9.345,17.65,1.168,18.341,26.043000000000006,15.198,24.778,25.426,25.277,26.635,25.535,21.327,7.1850000000000005,24.617,25.347,-5.8900000000000015,0.8809999999999999,22.509,21.22,26.584,24.048,12.345,1.3669999999999998,22.806,18.748,5.964,-3.035,21.919,18.115
1911-01-01,-1.126,2.8080000000000003,9.591000000000001,20.884,21.045,25.412,27.381,-5.3100000000000005,12.16,18.773,24.235,0.09199999999999986,22.421,25.31600000000001,21.737,24.583000000000002,0.563,22.94100000000001,24.418000000000006,24.167,-28.736,24.239,25.342,23.044,13.361,-8.333,23.966,26.524,24.263,22.783,9.036,-31.716,24.641,23.662,23.278,21.402,23.56600000000001,24.664,21.991999999999997,4.502,26.160999999999998,-8.391,25.959,23.57500000000001,25.518,5.332999999999998,-32.397,24.704,20.496,23.179,24.53,24.186,22.578000000000007,-1.17,-3.062,17.656000000000006,25.354,3.838,5.096,9.076,24.128,0.07299999999999995,6.478,24.556,5.895,24.745,12.456,-0.948,24.458,24.945999999999998,19.123,11.524000000000001,17.281,25.493,16.45,-20.175,7.474,25.19,6.8420000000000005,1.7819999999999998,25.10100000000001,14.163,24.274,19.938,24.966,-7.0260000000000025,8.167,26.527,25.19,24.718000000000004,27.004,19.866,25.076,-2.415,6.0580000000000025,13.888000000000002,-1.827,18.937,25.93,13.089,23.088,24.979,25.189,27.126,24.619,22.014,3.6319999999999997,24.949,24.44,-6.252999999999999,-3.9739999999999998,22.976,22.496,25.69400000000001,24.695,8.262,-2.8580000000000005,23.746,15.736,4.113,-3.0060000000000002,22.986,18.976
1911-02-01,3.846,1.6769999999999998,13.579,22.013,19.488,25.465000000000003,26.389,-2.715,14.579,19.615,24.534,3.143,23.171,27.486,21.862,25.026000000000003,-2.441,26.648000000000003,25.07500000000001,24.421,-21.656,24.315,25.116,22.47,12.719,-5.7189999999999985,24.574,26.268,24.997,22.853,8.277999999999999,-34.848,25.172,23.923,23.25,21.76,24.314,25.309,22.651,4.023,26.253,-12.468,26.38,24.385,27.159,3.6180000000000003,-35.611,25.145,21.323,25.741999999999997,25.285999999999998,24.178,23.491,-1.8659999999999999,-4.502,18.779,25.373,7.153999999999999,5.612,9.298,24.196,1.6130000000000002,7.6400000000000015,25.104,6.235,26.002,13.16,2.318,23.930999999999997,25.002,23.232,11.414000000000001,21.296,25.294,16.675,-17.58,10.860999999999999,24.89,7.704,3.7700000000000014,25.323,14.414,24.876,21.005,25.94,-7.4270000000000005,11.805,26.301,25.51400000000001,24.375999999999998,26.672,20.239,24.68,-3.455,9.686,16.254,-5.1720000000000015,19.602999999999998,26.481,15.318,25.82,26.654,25.905,26.471,25.67,22.381,7.341,25.81,25.095,-6.468,-0.826,22.921,23.504,27.255,24.949,11.243,-3.4160000000000004,24.179000000000002,18.662000000000006,4.811,-1.433,22.11,18.784
1911-03-01,6.661000000000001,7.2029999999999985,17.607999999999997,21.298,17.445,25.795,25.0,1.953,18.121,23.82,25.039,5.678999999999999,24.288,28.708,20.977,24.231,3.735,29.395,27.594,24.994,-15.384,25.095,26.303,26.384,11.378,0.28600000000000003,24.57500000000001,26.666,25.636,23.642,12.021,-28.044,27.242,24.299,23.707,21.766,25.401,24.523000000000003,23.995,4.095,26.065,-4.898,26.258000000000006,23.782,27.539,8.492999999999999,-28.677,25.745,22.543000000000006,27.362,25.745,24.666999999999998,24.889,5.037,-1.594,22.388,25.895,12.454999999999998,5.931,13.084,24.682,5.119,12.319,25.38600000000001,10.523,26.28,17.702,5.222,23.865,25.718000000000004,26.714000000000002,13.637,24.09,24.946,19.442,-9.969,12.787,24.331,10.78,5.535,24.816,14.940999999999999,25.965,26.047,28.425,-5.67,14.723,26.428,26.033,24.726,24.601,19.6,25.484,2.696,9.792,19.439,2.532,18.831,26.159,19.424,27.755,27.436,26.318,26.888,27.762,19.71,8.174999999999999,27.528000000000002,25.434,-3.14,2.604,22.776999999999997,26.772,27.497,25.12,14.745,3.2110000000000003,23.601,21.743,5.015,3.259,19.385,22.191
1911-04-01,13.347,10.277,22.25800000000001,21.327,13.316,27.2,21.296999999999997,5.42,23.481,26.983,25.935,7.729999999999999,27.105999999999998,28.401,20.185,24.239,8.748999999999999,30.563,28.241999999999997,24.888,-7.221,27.175,26.291999999999998,29.425,8.71,8.155000000000001,24.59,25.78,26.936999999999998,25.488000000000003,15.544,-20.923000000000002,28.26,25.396,24.896,21.765,26.992,24.708,24.015,4.31,25.634,-1.183,26.255,24.067,26.899,12.165999999999999,-21.482,26.505,25.061,27.987,25.697,25.782,27.348000000000006,9.269,-1.113,27.185,25.548000000000002,19.06,7.5520000000000005,17.417,27.045,9.805,17.615000000000006,24.333,14.978000000000002,26.116,22.586,7.454,22.201,25.85700000000001,30.575,14.514,28.176,23.468000000000004,21.024,2.785,15.463,22.949,16.666,7.484000000000001,23.569000000000006,12.749,28.09800000000001,30.205,28.781,-2.257,21.397,26.706000000000003,26.99,24.417,21.967,19.507,26.266,7.442,11.484000000000002,24.558000000000003,7.971,18.679000000000002,26.274,24.585,30.424,27.491,26.677000000000003,26.723000000000006,28.217,16.48,10.125,28.093000000000004,25.598000000000006,1.062,5.4110000000000005,21.688,27.73,26.989,24.455,17.480999999999998,8.912,23.011,26.502,6.7250000000000005,7.184000000000001,16.33,24.125999999999998
1911-05-01,20.326,15.017000000000001,26.074,20.423,10.655999999999999,27.946,17.546999999999993,10.798,29.232,27.657,26.781,13.95,26.388,26.898000000000003,18.456,23.621,14.877,29.491999999999997,28.225,23.707,3.0780000000000003,26.634,24.854,29.91,7.1789999999999985,12.999,24.28,25.251,25.994,25.107,18.954,-11.923,30.272,26.397,25.22600000000001,21.69100000000001,25.514,24.227,24.041,7.8279999999999985,24.955,7.2879999999999985,25.98,23.87,25.913,16.805,-12.427999999999999,27.113000000000003,24.358,26.315,25.55,25.687,26.07,15.31,4.035,30.436,25.628,26.333,11.808,21.511,25.828000000000007,14.33,22.602,23.805,19.006,25.081,26.265,13.567,20.788,26.272,31.868000000000002,17.323999999999998,30.014,22.358,22.239,8.437999999999999,18.026000000000003,21.169,20.598000000000006,13.825,21.81,8.541,26.892,31.427,27.367,4.9700000000000015,27.52,26.885,26.591,23.734,19.488,19.006,26.962,14.015999999999998,15.241,30.004,14.872,19.031,26.198,29.54300000000001,30.107,26.153000000000002,27.143,26.673,28.076,12.852,14.453,28.566,25.759,8.516,10.733,21.398000000000003,28.320999999999998,26.046,22.877,21.369,14.771999999999998,22.488000000000003,30.893,11.425,14.122,13.349,26.654
1911-06-01,25.45,19.266,31.26,18.628,7.065,28.809,13.630999999999998,13.544,32.368,27.798,26.701,15.384,26.049,25.636,16.846,22.706,18.235,28.287,27.627,22.86,9.501,27.775,24.224,29.777,5.246,17.243,24.091,23.505,25.606,26.799,22.962,-4.747,32.510999999999996,26.784,26.657,21.312,25.206000000000003,22.722,23.94700000000001,8.692,23.89,10.946000000000002,25.256,22.306,25.179000000000002,21.349,-5.148,26.539,24.205,24.889,24.829,27.536,25.287,17.885,6.522,28.41,25.36,30.428,13.487,24.601,27.226999999999997,18.71,25.892,23.145,22.496,24.413,28.999000000000002,15.265999999999998,18.980999999999998,26.26,32.735,21.84,32.346,21.366,24.77,14.962,22.145,18.512,20.921,15.057,20.474,6.079,26.211,32.044000000000004,26.187,7.564,30.026,26.983,26.326,23.723000000000006,16.128,18.662,27.118,15.494000000000002,17.718,33.099000000000004,17.200999999999997,19.206,25.413,32.311,29.532,25.162,27.38900000000001,26.414,27.971999999999998,9.978,18.098,27.639,25.488000000000003,11.199000000000002,13.448,19.873,27.651,25.022,21.374,26.929000000000002,18.454,22.64,33.946000000000005,12.8,19.57,8.799,27.406
1911-07-01,25.984,21.745,32.681999999999995,17.54,7.7620000000000005,29.201,14.24,17.655,34.782000000000004,28.084,26.977,19.883,25.590999999999998,25.195,17.111,22.505,20.317,26.773000000000003,26.851999999999997,23.148000000000003,12.563,28.281,24.457,29.176,5.194,19.029,24.484,22.986,25.833,27.298000000000002,25.183000000000003,-1.166,33.239000000000004,26.878,26.973000000000006,20.986,25.139,22.467,22.656,10.294,23.187,13.77,24.788,21.558000000000003,24.402,23.528000000000002,-1.541,26.96,23.639,23.772,24.764,28.122,24.916,21.214,8.418999999999999,27.672,25.115,33.844,16.085,26.53,27.579,22.401,28.053,21.826999999999998,24.865,23.717,29.444000000000006,20.112000000000002,18.996,26.021,31.188000000000002,25.242,32.160000000000004,20.631,24.165,17.317,25.381,18.729,21.915,18.897000000000002,19.92,5.029,26.055,30.930999999999997,25.855,10.419,29.37,26.743000000000002,26.741,23.076999999999998,16.999000000000002,18.573,26.511,18.304000000000002,23.24,35.216,19.313,19.582,25.008000000000006,34.454,27.971,24.401,27.116,25.96,26.4,9.842,23.493,27.267,25.344,13.746,18.437,19.477,26.973000000000006,24.575,20.554000000000002,29.343000000000004,21.84,22.555,36.149,15.698,20.892,10.287,26.821
1911-08-01,25.391,22.355,32.827,20.107,8.118,29.157,16.044,17.157,33.760999999999996,28.000999999999998,27.028000000000002,20.681,26.325,24.65,18.795,23.814,20.908,25.998,27.223000000000006,22.767,10.612,28.539,23.874000000000002,27.577,5.118,18.49,24.368,22.875,25.51100000000001,27.364,26.085,-4.085,33.343,27.004,27.22,20.815,25.319000000000006,23.029,22.917,11.26,23.139,14.425999999999998,24.769,22.415,24.431,24.337,-4.544,26.97,24.188,23.151,25.599,27.989,25.335,20.76,7.758999999999999,26.34800000000001,24.879,32.999,16.051000000000002,26.867,27.442,23.457,28.042,22.318,25.17,23.115,29.134,20.693,19.409,25.661,30.266,26.744,31.817,20.596999999999998,24.942,15.797,26.408,20.205,20.569000000000006,19.899,19.463,6.778,26.192,29.589,24.794,10.431,28.765,26.803,26.207,23.421,18.555,18.988,26.678,19.047,22.498,34.027,19.323,20.395,25.616,33.449000000000005,26.926,23.713,26.173,25.781,27.213,11.902,23.587,27.518,26.22900000000001,14.38,18.408,20.516,27.174,24.866999999999997,20.348,29.979,22.327,22.54,34.646,15.861,19.886,10.879000000000001,27.211
